archive,area,block,frame,width,height,x,y,category_guess,animated,delay,png,sha256
PIC4.DAX,4,49,2,88,88,0,0,scene_or_event,True,2,png/PIC4/PIC4_block_049_frame_002.png,783a961351b56914998d0032ecacc228934d830e1eb25e9234d2e575ef513bfd
PIC4.DAX,4,49,3,88,88,0,0,scene_or_event,True,4,png/PIC4/PIC4_block_049_frame_003.png,3f9000542ae6ae07147df2ab64e1af559a97091454faa3cc57a647352356bcf8
PIC4.DAX,4,49,4,88,88,0,0,scene_or_event,True,1,png/PIC4/PIC4_block_049_frame_004.png,94e0504d79f56db0d3c6ab27275bb5515cd2071555f5d8f8e6044cb06cabc1c6
PIC4.DAX,4,49,5,88,88,0,0,scene_or_event,True,1,png/PIC4/PIC4_block_049_frame_005.png,783a961351b56914998d0032ecacc228934d830e1eb25e9234d2e575ef513bfd
PIC4.DAX,4,49,6,88,88,0,0,scene_or_event,True,2,png/PIC4/PIC4_block_049_frame_006.png,4381acb15264e8fe69a845d504f504271e4834b7db6591cb8b1e695039e78a4b
PIC4.DAX,4,49,7,88,88,0,0,scene_or_event,True,2,png/PIC4/PIC4_block_049_frame_007.png,840cc63701466c1cbf9922b2c34bc0fe705aff3802ad87215b6721d626535f27
PIC4.DAX,4,67,0,88,88,0,0,scene_or_event,True,3,png/PIC4/PIC4_block_067_frame_000.png,6d2957befd99f99c812d42d3cda92ac6a9e8c3c63c2a6bc7f19eadafe7cefbdb
PIC4.DAX,4,67,1,88,88,0,0,scene_or_event,True,3,png/PIC4/PIC4_block_067_frame_001.png,affec4fb3c5e5477f58d84a14b5c9b5035c6c7cf74d46b21f4718e0850bd8c34
PIC4.DAX,4,67,2,88,88,0,0,scene_or_event,True,3,png/PIC4/PIC4_block_067_frame_002.png,4a8d9997b01a412bdd81c70fef555702c81d4aef69e098eea65d843bfee948d2
PIC5.DAX,5,1,0,88,88,0,0,scene_or_event,False,0,png/PIC5/PIC5_block_001_frame_000.png,1e04224c78b230c67b72d58dd3f58e3fcfb3ee8c164aa95a7d44b722b12440fb
PIC5.DAX,5,29,0,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_029_frame_000.png,2e13855f1171bf019fc2b390b9f9995bd3d7472be052104e85bd1263bbde2d18
PIC5.DAX,5,29,1,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_029_frame_001.png,4bcdb848300ce4653418b018118e15d7b519d6894142fae212674077167bd761
PIC5.DAX,5,29,2,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_029_frame_002.png,a0b96e504929cd27f4f219acbe4689a393aa1aa63b15dcb46ae464964d75e75a
PIC5.DAX,5,29,3,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_029_frame_003.png,be3805553eb724c2cf433774f2894561dd8eb91da476afa91c6da661b4dd0bcd
PIC5.DAX,5,51,0,88,88,0,0,scene_or_event,False,0,png/PIC5/PIC5_block_051_frame_000.png,fb8ae160c71fcbc17867c00bf072e73b0c62fc901be786a6c96cf8134b59816c
PIC5.DAX,5,52,0,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_052_frame_000.png,08abaf8c379c0d2359ea6310ae42db1f60325cae3efe710e68fa550a74bef51a
PIC5.DAX,5,52,1,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_052_frame_001.png,05919d5ef167bbf407808e8b1686b55ba3a023d38388f94f4e834641d15fccfb
PIC5.DAX,5,52,2,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_052_frame_002.png,c8f4106df399f7a3ae4791f0553d0642d74b6d8af9160327f4a294fe5aad54e4
PIC5.DAX,5,53,0,88,88,0,0,scene_or_event,False,0,png/PIC5/PIC5_block_053_frame_000.png,c54d3f0b54eb19d892c31bd859e4a8f462dd77f284c01ed94b3f30882abfd5ec
PIC5.DAX,5,54,0,88,88,0,0,scene_or_event,True,3,png/PIC5/PIC5_block_054_frame_000.png,e207cca34a51dc194e2a0eafed4c0b68ba4f905b65b59ffe8d4e7591f2445455
PIC5.DAX,5,54,1,88,88,0,0,scene_or_event,True,3,png/PIC5/PIC5_block_054_frame_001.png,0cfb2fd00be8ad5d5d1221ef5e3b6ea877ddf0f0d51877b0173f81bffb73d807
PIC5.DAX,5,54,2,88,88,0,0,scene_or_event,True,6,png/PIC5/PIC5_block_054_frame_002.png,8012cf397039fe3ed9ec95eeda2a1b80633aa7ecebed81842a43dcdc99eb3399
PIC5.DAX,5,54,3,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_054_frame_003.png,3c59e7c422b7c816c0fb85f4df3607de4bfc28ad15c247c08f975925897a022a
PIC5.DAX,5,54,4,88,88,0,0,scene_or_event,True,8,png/PIC5/PIC5_block_054_frame_004.png,583ca38a6ef774183076b98d08803ffb98a8168ce28e353e240c860ce6f0737f
PIC5.DAX,5,55,0,88,88,0,0,scene_or_event,False,0,png/PIC5/PIC5_block_055_frame_000.png,3e3b658131ac4df41fd39c640ae8ad590daf00faac4c60bfaaab0be4eb5f7b8f
PIC5.DAX,5,57,0,88,88,0,0,scene_or_event,True,0,png/PIC5/PIC5_block_057_frame_000.png,bce8e4199f4e7ca7aa5622f4dacb55266d730ea679796ebbb8aebfdf10a13441
PIC5.DAX,5,57,1,88,88,0,0,scene_or_event,True,6,png/PIC5/PIC5_block_057_frame_001.png,78e9134f989a12afe87365bc983b459ff6338fca6d224b6442234c09b0534ffc
PIC5.DAX,5,57,2,88,88,0,0,scene_or_event,True,2,png/PIC5/PIC5_block_057_frame_002.png,1b9b23ea372e266e8def233763fa5f9d6b42d8bd9c17d7b15a61d7a980197b87
PIC5.DAX,5,57,3,88,88,0,0,scene_or_event,True,10,png/PIC5/PIC5_block_057_frame_003.png,bce8e4199f4e7ca7aa5622f4dacb55266d730ea679796ebbb8aebfdf10a13441
PIC5.DAX,5,60,0,88,88,0,0,scene_or_event,False,0,png/PIC5/PIC5_block_060_frame_000.png,e075ab374540e07987ed779aed45f5883ed6dbfb73c1cff05c8e5c4e7f081abe
PIC6.DAX,6,1,0,88,88,0,0,scene_or_event,False,0,png/PIC6/PIC6_block_001_frame_000.png,1e04224c78b230c67b72d58dd3f58e3fcfb3ee8c164aa95a7d44b722b12440fb
PIC6.DAX,6,29,0,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_029_frame_000.png,2e13855f1171bf019fc2b390b9f9995bd3d7472be052104e85bd1263bbde2d18
PIC6.DAX,6,29,1,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_029_frame_001.png,4bcdb848300ce4653418b018118e15d7b519d6894142fae212674077167bd761
PIC6.DAX,6,29,2,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_029_frame_002.png,a0b96e504929cd27f4f219acbe4689a393aa1aa63b15dcb46ae464964d75e75a
PIC6.DAX,6,29,3,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_029_frame_003.png,be3805553eb724c2cf433774f2894561dd8eb91da476afa91c6da661b4dd0bcd
PIC6.DAX,6,64,0,88,88,0,0,scene_or_event,True,15,png/PIC6/PIC6_block_064_frame_000.png,d36d7549ed08aaca5d5aa1d2313953927d5af77298a14044ba5ef9f3af890c00
PIC6.DAX,6,64,1,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_064_frame_001.png,8fab25ff7391d7c7162a4e1563c742a14ccfb4d40bdf18207e9d0f519b8e2977
PIC6.DAX,6,64,2,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_064_frame_002.png,80776a0260c1273607721da639d4b205efad572d059b07dcfb430c38bd4a0c91
PIC6.DAX,6,64,3,88,88,0,0,scene_or_event,True,1,png/PIC6/PIC6_block_064_frame_003.png,f4bdb20435d3d1841fdd0d5f9ffc5c55ac3a00837c53e31234310f66b1e57728
PIC6.DAX,6,64,4,88,88,0,0,scene_or_event,True,6,png/PIC6/PIC6_block_064_frame_004.png,03afcd587255508e1513217c2072c9d3ac2ad1aa99789e717ec1eb7b25018e48
PIC6.DAX,6,64,5,88,88,0,0,scene_or_event,True,0,png/PIC6/PIC6_block_064_frame_005.png,f4bdb20435d3d1841fdd0d5f9ffc5c55ac3a00837c53e31234310f66b1e57728
PIC6.DAX,6,64,6,88,88,0,0,scene_or_event,True,0,png/PIC6/PIC6_block_064_frame_006.png,80776a0260c1273607721da639d4b205efad572d059b07dcfb430c38bd4a0c91
PIC6.DAX,6,64,7,88,88,0,0,scene_or_event,True,0,png/PIC6/PIC6_block_064_frame_007.png,8fab25ff7391d7c7162a4e1563c742a14ccfb4d40bdf18207e9d0f519b8e2977
PIC6.DAX,6,65,0,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_065_frame_000.png,a174ca354da72a37629d70e1914563054aa2021fafe23531c75f323b5cbe0806
PIC6.DAX,6,65,1,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_065_frame_001.png,5dbbbc58f7560036e6953acb009405a702359f11cfe5733a968a2548d6eb3c02
PIC6.DAX,6,65,2,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_065_frame_002.png,7a87196b40dcf24fd3835e94f77dc883f81eb5b0810aa118bf760df81d6dc425
PIC6.DAX,6,65,3,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_065_frame_003.png,6af0db3910c5ea0bc5de21212c92aa5930add36ff7ba0e05fd4dfc506e45a775
PIC6.DAX,6,65,4,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_065_frame_004.png,85ee738ee2adeb5f8b9450b7bab1b98b42b72b05306fe0eaf7f199e5f4f3e064
PIC6.DAX,6,67,0,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_067_frame_000.png,6d2957befd99f99c812d42d3cda92ac6a9e8c3c63c2a6bc7f19eadafe7cefbdb
PIC6.DAX,6,67,1,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_067_frame_001.png,affec4fb3c5e5477f58d84a14b5c9b5035c6c7cf74d46b21f4718e0850bd8c34
PIC6.DAX,6,67,2,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_067_frame_002.png,4a8d9997b01a412bdd81c70fef555702c81d4aef69e098eea65d843bfee948d2
PIC6.DAX,6,68,0,88,88,0,0,scene_or_event,False,0,png/PIC6/PIC6_block_068_frame_000.png,32e1ebebfa3ff6e698bcc0f8c93723e524dcbd2e4099c2b4adf4c328e467af42
PIC6.DAX,6,69,0,88,88,0,0,scene_or_event,True,5,png/PIC6/PIC6_block_069_frame_000.png,12fd3a07cf07e1d5ea3438b4a7379a074f68406a169201057978bd81ea6f7c94
PIC6.DAX,6,69,1,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_069_frame_001.png,006d4610087c7228a10debcf11d1a1e06c7a2c1f716996bb52989b8a3a56e2fb
PIC6.DAX,6,69,2,88,88,0,0,scene_or_event,True,4,png/PIC6/PIC6_block_069_frame_002.png,eb614a9cae1ad2c7fbe1fc6a6ec5a53aadd49bb60a01813e811c5e4dcf7d9ae9
PIC6.DAX,6,69,3,88,88,0,0,scene_or_event,True,1,png/PIC6/PIC6_block_069_frame_003.png,006d4610087c7228a10debcf11d1a1e06c7a2c1f716996bb52989b8a3a56e2fb
PIC6.DAX,6,71,0,88,88,0,0,scene_or_event,True,1,png/PIC6/PIC6_block_071_frame_000.png,138faa6888110ddb13b5a7c9b495df607d4642e5421a81c9716fe8486681f4dc
PIC6.DAX,6,71,1,88,88,0,0,scene_or_event,True,1,png/PIC6/PIC6_block_071_frame_001.png,230ae1fe5218837a0f8a9d569e507a51108e17cf1c46a475bc59c7cbf0dbb472
PIC6.DAX,6,71,2,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_071_frame_002.png,d5e0d34419ef5494dba3b391c964b47a57ee68df6194a51025f62d58dbf88515
PIC6.DAX,6,71,3,88,88,0,0,scene_or_event,True,15,png/PIC6/PIC6_block_071_frame_003.png,fa01f5696a3b15091d8f0bd279a238a0c68cfa7e2f0bc000d233dc49f26bb141
PIC6.DAX,6,72,0,88,88,0,0,scene_or_event,False,0,png/PIC6/PIC6_block_072_frame_000.png,d6ce41f9491c5dd96941e6d35d0e26af7ae351630f61286a25a78e1ae18c6040
PIC6.DAX,6,73,0,88,88,0,0,scene_or_event,False,0,png/PIC6/PIC6_block_073_frame_000.png,d4b393b85de45162ee0a5cfca48f5690a0db65af1b590140cfda2f18fc7f1211
PIC6.DAX,6,74,0,88,88,0,0,scene_or_event,True,5,png/PIC6/PIC6_block_074_frame_000.png,9c522add5775024684cb03ca51e1744f92284311861ba86e76b946ae6c56fc43
PIC6.DAX,6,74,1,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_074_frame_001.png,2fe425df5c90ddd11727bb2d243e30656c452eb6e74a9c45096f9e9145ee4304
PIC6.DAX,6,74,2,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_074_frame_002.png,068171df1f90800dfa87a9efdd3856c3234d051fba51697a79e0ce3c5b8fb662
PIC6.DAX,6,74,3,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_074_frame_003.png,9c522add5775024684cb03ca51e1744f92284311861ba86e76b946ae6c56fc43
PIC6.DAX,6,74,4,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_074_frame_004.png,068171df1f90800dfa87a9efdd3856c3234d051fba51697a79e0ce3c5b8fb662
PIC6.DAX,6,74,5,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_074_frame_005.png,7cb047a1e9cf3da6959a462c6ccb1e1fd3a32bfad45ea52f71df3e78ffc826d4
PIC6.DAX,6,74,6,88,88,0,0,scene_or_event,True,10,png/PIC6/PIC6_block_074_frame_006.png,0aaa22c9f9bb37987ffe23471e5241bd46de3bc69c353f3b84043c40588410af
PIC6.DAX,6,75,0,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_075_frame_000.png,002139c5d6c302ea8d857028a65c624d200b646e4db9af14a0a26f2c3d12e62b
PIC6.DAX,6,75,1,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_075_frame_001.png,641f0214678a358072d42763b8e1d2cf98163de159ca10f29b99c7890e94dce7
PIC6.DAX,6,75,2,88,88,0,0,scene_or_event,True,3,png/PIC6/PIC6_block_075_frame_002.png,ed96be1b00747da29cebcab520dab8d6d4842958df12c50530f9bd0512d02ed3
PIC6.DAX,6,75,3,88,88,0,0,scene_or_event,True,0,png/PIC6/PIC6_block_075_frame_003.png,fd50ab43752965ea75c243929473fa2d166d4d8f6a3a2e2faa5a8315a6ace119
PIC6.DAX,6,75,4,88,88,0,0,scene_or_event,True,15,png/PIC6/PIC6_block_075_frame_004.png,1fb206a3de46fa42ca0127526d778383c948a5ca356f1cf87803035c9ff42c05
PIC6.DAX,6,76,0,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_076_frame_000.png,12b1e1196d80907f8329b4fa459d002783e855f3fd03f9d449c61298d9f7b652
PIC6.DAX,6,76,1,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_076_frame_001.png,37f902876fdd0f818bf76c090fe308fc609ac168ba0a8b41b594c3c9649082a4
PIC6.DAX,6,76,2,88,88,0,0,scene_or_event,True,2,png/PIC6/PIC6_block_076_frame_002.png,22ad653ffc5ddffc3d1eec6c0a690611f682920e5d708c6a5bcbead347e90623
PIC6.DAX,6,77,0,88,88,0,0,scene_or_event,False,0,png/PIC6/PIC6_block_077_frame_000.png,31cb7fba1227a87a280ffb61fd37aa8f4b5f82cb36992a935abb623d9c7b689c
TITLE.DAX,,1,0,320,200,0,0,title_screen,False,,png/TITLE/TITLE_block_001_frame_000.png,55642fa5046534ee7e9c38dc006223a35aff7d5dfcf6bfe3e6a3773a64915387
TITLE.DAX,,2,0,320,200,0,0,title_screen,False,,png/TITLE/TITLE_block_002_frame_000.png,ac95c3691e1339804f85d1bd220bc9e42e99e351483686b393c6e92f51818d04
TITLE.DAX,,3,0,240,112,0,0,title_screen,False,,png/TITLE/TITLE_block_003_frame_000.png,078a3026fe68d8ea20e60513c9bce914b17acbd05f0a1b6f902802ea096b5876
TITLE.DAX,,4,0,320,112,0,0,title_screen,False,,png/TITLE/TITLE_block_004_frame_000.png,0ebd11ae8e910ddb9752bb46dc49e0e4903dfeb50817b5e543a117c18e630961
